NOC_CODE,OASIS_LABEL,Reading Comprehension,Writing,Numeracy,Digital Literacy,Oral Communication: Active Listening,Oral Communication: Oral Comprehension,Oral Communication: Oral Expression,Critical Thinking,Decision Making,Evaluation,Learning and Teaching Strategies,Problem Solving,Systems Analysis,Digital Production,Preventative Maintenance,Equipment and Tool Selection,Operation and Control,Operation Monitoring of Machinery and Equipment,Quality Control Testing,Repairing,Setting up,Product Design,Troubleshooting,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Monitoring,Time Management,Coordinating,Instructing,Negotiating,Persuading,Social Perceptiveness,Categorization Flexibility,Deductive Reasoning,Fluency of Ideas,Inductive Reasoning,Information Ordering,Mathematical Reasoning,Memorizing,Multitasking,Numerical Ability,Pattern Identification,Pattern Organization Speed,Perceptual Speed,Problem Identification,Selective Attention,Spatial Orientation,Spatial Visualization,Verbal Ability,Written Comprehension,Written Expression,Body Flexibility,Dynamic Strength,Explosive Strength,Gross Body Coordination,Gross Body Equilibrium,Multi-Limb Coordination,Stamina,Static Strength,Trunk Strength,Arm-Hand Steadiness,Control of Settings,Finger Dexterity,Manual Dexterity,Multi-Signal Response,Rate Control,Reaction Time,Speed of Limb Movement,Finger-Hand-Wrist Motion,Auditory Attention,Depth Perception,Far Vision,Glare Tolerance,Hearing Sensitivity,Near Vision,Night Vision,Peripheral Vision,Speech Clarity,Speech Recognition,Sound Localization,Colour Perception,Total_Impact_0_1,Total_Impact_%
3110,Other specialists in clinical medicine,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,5,5,4,5,5,3,5,5,3,5,5,5,5,3,0,4,5,5,4,2,1,0,1,1,3,1,2,2,3,2,3,3,2,2,2,1,2,2,2,3,0,3,4,0,0,4,4,0,3,0.6813823857302124,68.14
3110,Other specialists in surgery,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,5.0,4.0,5.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5,5,5,5,5,3,5,5,3,5,5,5,5,5,0,5,5,5,5,2,2,0,2,2,3,2,2,2,5,5,5,5,3,2,3,2,5,2,3,2,0,3,5,0,0,4,4,0,4,0.7480490523968787,74.8
3110,"Pediatricians, general",5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,5.0,5,4,4,5,5,3,5,4,3,4,4,4,5,3,0,2,4,5,3,1,1,0,1,1,2,2,1,1,4,2,4,4,2,0,1,0,1,3,1,2,0,3,3,0,1,4,4,1,3,0.6265328874024528,62.65
3110,Physical medicine and rehabilitation physicians,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5,5,4,5,5,3,5,4,3,4,4,4,5,3,0,4,5,5,4,3,3,0,2,2,2,2,2,3,4,2,4,3,2,1,2,1,2,2,3,2,0,3,3,0,0,4,4,1,2,0.684057971014493,68.41
3110,Preventive medicine physicians,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5,5,5,5,5,4,4,4,4,5,5,3,5,3,0,3,5,5,5,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,1,2,2,0,1,4,0,0,5,5,0,2,0.6492753623188408,64.93
3110,Psychiatrists,5.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,5,5,4,5,5,3,4,3,3,4,4,3,5,3,0,2,5,5,5,0,0,2,1,1,0,1,0,0,0,0,1,1,2,0,2,0,0,2,0,3,0,2,3,0,0,4,5,0,2,0.5957636566332223,59.58
3110,Radiologists,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,4,5,4,5,5,4,4,3,3,5,4,4,5,4,0,3,5,5,5,2,2,0,1,2,2,1,1,2,4,4,4,3,2,2,2,1,3,2,2,3,0,3,5,0,0,4,4,0,4,0.6885172798216277,68.85
3110,"Specialists in laboratory medicine, including pathologists",5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,2.0,5.0,5.0,4.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,5,5,4,5,5,3,5,3,3,5,5,3,5,2,0,3,5,5,5,1,0,0,0,0,2,0,1,1,4,3,4,3,0,0,0,0,0,2,2,1,0,2,5,0,0,5,4,0,4,0.6773690078037903,67.74
3110,Urologists,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,5,5,4,5,5,3,5,5,3,5,5,5,5,4,0,5,5,5,5,2,0,0,0,2,3,1,1,1,5,5,5,5,3,2,3,1,3,3,3,2,0,3,5,0,0,4,4,1,3,0.7130434782608698,71.3
3110,Veterinarians,5.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,4,4,4,5,4,3,4,4,3,3,4,3,5,3,0,3,3,4,4,3,3,0,3,2,3,3,3,3,5,4,5,4,3,2,2,2,2,4,2,3,0,4,4,0,0,3,3,0,3,0.6459308807134899,64.59
3111,Audiologists,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3,4,3,4,3,3,3,2,3,3,3,3,5,3,0,2,4,4,4,1,0,0,0,0,2,0,0,1,3,3,4,3,2,0,1,0,0,4,2,2,0,5,4,0,0,4,4,2,1,0.5921962095875143,59.22
3111,"Dentists, General",5.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,0.0,1.0,3.0,4.0,3.0,2.0,1.0,0.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,4,5,4,5,4,3,4,4,3,4,4,3,5,4,2,4,4,4,4,2,2,0,1,2,4,2,1,2,5,5,5,5,4,3,3,2,5,3,3,2,0,2,5,0,0,3,4,0,4,0.6978818283166113,69.79
3111,Optometrists,5.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,2.0,3.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4,4,3,5,4,3,4,3,3,3,3,4,5,3,0,3,4,4,4,1,0,0,0,0,2,0,0,1,4,4,4,3,2,2,2,0,2,2,3,2,0,2,5,0,0,3,4,0,3,0.5895206243032332,58.95
3111,Oral and Maxillofacial Surgeons,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0,3.0,4.0,3.0,2.0,1.0,0.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4,5,4,5,5,3,4,4,3,5,4,4,5,5,1,5,5,5,4,3,2,0,1,1,3,2,2,2,5,5,5,5,3,3,3,1,5,3,3,3,0,3,5,0,0,3,4,0,4,0.7052396878483839,70.52
3111,Orthodontists,5.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3,4,4,4,4,3,4,3,3,3,3,3,5,4,0,3,3,4,4,2,1,0,0,1,3,1,2,2,5,5,5,5,2,2,2,0,3,2,3,2,0,2,4,0,0,3,2,0,3,0.6202898550724641,62.03
3111,Prosthodontists,5.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,0.0,1.0,3.0,4.0,3.0,2.0,1.0,0.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3,4,4,4,4,3,4,3,3,3,3,3,4,3,0,5,3,4,4,2,0,0,1,2,3,1,1,2,5,5,5,5,3,2,2,0,3,2,2,2,0,3,5,0,0,3,4,0,3,0.6332218506131554,63.32
3111,Speech language pathologists,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3,3,4,4,3,3,3,3,0,4,5,3,4,3,0,2,5,4,4,1,0,0,0,0,1,0,0,1,1,0,2,2,0,0,0,0,0,4,0,2,0,5,3,0,0,5,5,1,2,0.5527313266443702,55.27
3112,Community pharmacists and hospital pharmacists,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,5,3,3,4,4,4,4,3,4,3,3,3,4,3,0,2,4,4,4,1,0,0,1,0,2,2,1,2,3,2,3,3,0,0,0,1,1,3,1,2,0,2,5,0,0,3,4,0,3,0.5779264214046823,57.79
3112,Dietitians and nutritionists,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4,3,4,3,4,3,3,3,3,2,3,3,4,2,0,3,4,4,4,0,0,0,0,0,1,1,0,0,1,1,2,1,1,0,1,0,1,2,1,2,0,2,3,0,0,4,3,0,2,0.5137123745819399,51.37
3112,Industrial pharmacists,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,0.0,1.0,2.0,3.0,3.0,5.0,0.0,0.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5,5,5,5,5,5,4,3,5,4,3,3,5,2,0,2,5,5,5,1,0,0,0,0,2,2,1,2,2,2,3,2,0,0,0,0,0,2,2,1,0,2,4,0,0,4,4,0,3,0.6686733556298773,66.87
3120,Chiropodists and diploma or first-degree trained podiatrists,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,5,4,4,4,3,3,4,3,3,4,4,3,4,3,0,3,4,4,3,2,0,0,1,1,2,1,1,2,4,3,3,3,2,2,2,0,3,2,2,3,0,2,3,0,0,4,4,0,3,0.5819397993311038,58.19
3120,Chiropractors,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3,4,3,4,3,3,4,3,3,3,3,3,4,3,0,3,3,4,3,3,3,2,2,2,3,3,3,3,3,2,3,3,2,1,2,2,2,2,2,1,0,2,3,0,0,3,3,1,1,0.5455964325529548,54.56
3120,Doctors of Podiatric Medicine,5.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,5,5,4,5,4,3,4,4,3,5,4,4,5,4,0,4,5,5,4,2,1,0,1,1,3,2,1,2,4,4,4,4,2,2,2,0,3,2,2,3,0,2,4,0,0,4,4,0,3,0.6651059085841698,66.51
3120,Doctors of naturopathics medicine,5.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5,5,4,5,4,3,4,3,3,5,4,4,5,3,0,3,5,5,3,1,0,0,1,1,2,1,1,1,3,1,4,3,0,0,0,0,2,2,2,3,0,2,4,0,0,4,4,0,3,0.5901895206243037,59.02
3120,Doctors of osteopathic medicine,5.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5,5,4,5,5,3,4,3,3,4,4,4,5,3,0,4,4,5,4,3,4,2,2,2,3,2,2,3,4,2,4,4,2,1,2,0,2,2,3,2,0,3,4,0,0,4,4,0,2,0.6430323299888518,64.3
3120,Kinesiologists and exercise therapists,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3,3,3,3,3,2,2,3,2,3,2,3,3,2,1,2,3,3,3,3,3,3,3,3,3,4,3,3,3,2,2,2,2,1,1,2,2,2,2,3,0,2,3,0,1,3,3,1,2,0.5036789297658865,50.37
3120,Occupational therapists,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3,3,4,4,4,3,3,3,2,3,3,2,4,3,0,3,4,4,4,2,2,1,3,2,3,2,2,2,3,2,3,3,1,0,0,2,0,3,2,2,0,2,2,0,0,3,3,0,2,0.5257525083612042,52.58
3120,Physiotherapists,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3,4,3,4,3,3,4,2,3,3,3,3,4,2,0,2,4,4,4,3,3,1,3,2,3,3,3,3,3,2,3,3,1,1,1,2,2,2,2,2,0,2,3,0,0,3,3,1,2,0.5413600891861765,54.14
3120,Psychologists,5.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,4,5,4,5,4,3,4,3,3,4,3,3,5,3,0,2,5,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,3,0,0,4,4,0,1,0.5311036789297661,53.11
3120,Recreational therapists,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2,3,3,3,3,2,2,3,2,3,2,3,3,3,2,2,3,3,3,3,3,4,3,3,3,4,3,3,3,2,2,2,2,1,2,2,1,2,2,3,0,2,3,0,1,3,3,1,2,0.5025641025641029,50.26
3130,Clinical nurses,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,3,4,3,4,4,3,4,4,3,4,3,3,4,4,2,2,4,4,4,1,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,2,2,0,2,3,0,0,4,4,1,3,0.5768115942028986,57.68
3130,Community Health Nurses,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3,3,3,4,3,3,4,3,3,2,3,3,4,4,2,2,4,3,3,2,2,2,2,2,2,3,2,2,3,2,3,3,2,1,2,3,2,3,2,2,0,2,3,0,0,3,4,1,2,0.5286510590858419,52.87
3130,General duty registered nurses,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,4,4,3,4,4,3,4,4,3,4,4,4,5,4,2,2,3,3,3,3,2,4,3,3,2,4,3,3,3,2,3,2,3,1,2,2,2,3,2,2,0,3,3,0,1,4,4,1,3,0.5946488294314384,59.46
3130,Genetic counsellors,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3,5,3,5,4,3,4,3,3,3,4,3,4,2,0,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,2,3,0,0,3,3,0,2,0.5143812709030101,51.44
3130,Midwives,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,5.0,3,4,3,4,4,3,3,4,3,3,4,4,5,4,0,2,3,4,3,3,3,1,2,2,3,2,2,3,3,2,3,3,2,1,2,1,1,2,3,2,0,3,3,0,0,3,4,0,3,0.5520624303233004,55.21
3130,Nurse practitioners,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3,4,3,4,4,3,4,4,3,4,4,4,5,3,2,2,4,4,4,3,2,0,0,0,2,2,1,2,3,2,3,3,2,1,1,3,1,2,2,2,0,3,4,0,1,4,4,1,3,0.5863991081382388,58.64
3130,Nursing coordinators and supervisors,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3,3,4,4,4,3,4,4,3,4,3,4,4,3,1,2,4,4,4,1,0,0,1,0,2,2,1,1,2,2,3,3,2,1,1,2,2,3,2,1,0,2,3,0,2,4,4,1,2,0.5977703455964329,59.78
3130,Nursing researchers and consultants,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4,4,4,4,4,4,3,3,3,4,4,3,4,3,1,2,4,4,4,0,0,0,0,0,1,1,1,0,2,2,2,2,1,0,0,1,1,3,1,1,0,1,3,0,0,4,4,1,2,0.5366778149386847,53.67
3130,Occupational health nurses,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3,3,3,4,3,3,3,3,3,2,3,2,4,3,1,2,4,3,3,1,1,1,1,1,2,2,2,2,3,2,2,2,2,1,1,1,2,3,2,1,0,2,3,0,0,3,3,1,2,0.4949832775919733,49.5
3130,Orthoptists,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4,4,4,4,3,2,3,2,2,5,3,3,4,3,0,2,4,4,4,1,0,0,0,0,2,1,1,1,3,3,4,3,1,0,0,0,1,2,1,2,0,2,4,0,0,3,3,0,3,0.5244147157190637,52.44
3130,Pathologist assistants,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3,2,2,3,3,3,3,2,3,5,3,3,3,3,0,2,3,3,3,3,0,0,1,1,3,1,1,1,4,3,4,3,2,2,2,0,3,2,3,2,0,2,5,0,0,3,3,0,4,0.5039018952062432,50.39
3130,Physician Assistants,4.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4,4,4,4,4,3,4,3,3,4,4,4,5,4,0,2,4,4,4,2,1,0,0,1,2,1,1,2,4,3,3,3,2,1,1,2,1,2,2,2,0,3,4,0,1,3,4,0,3,0.5792642140468229,57.93
3130,Registered psychiatric nurses,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,3,4,3,4,4,3,4,3,3,4,4,3,5,4,2,2,4,4,3,1,0,1,2,2,2,2,2,1,2,0,2,2,2,0,2,2,0,2,1,2,0,2,3,0,1,4,4,1,3,0.5449275362318843,54.49
3210,Animal health technologists and veterinary technicians,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3,3,2,3,3,2,3,2,3,3,2,3,3,3,1,2,3,3,2,3,3,1,2,2,3,3,3,3,4,2,3,3,2,1,2,3,2,4,2,2,0,4,3,1,0,2,3,0,2,0.47335562987736934,47.34
3210,Cardiopulmonary  technologists,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,3,4,3,3,1,2,3,3,3,3,2,0,3,2,3,2,2,2,3,3,3,3,2,3,2,2,3,2,2,1,0,2,4,0,0,2,2,0,2,0.508361204013378,50.84
3210,Clinical perfusionists,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,4.0,4.0,2.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3,3,3,3,3,3,4,4,3,2,4,5,3,5,1,3,3,3,3,2,2,0,3,2,3,2,2,3,4,3,3,3,4,3,3,3,3,3,3,3,0,4,5,0,0,3,3,0,3,0.5641025641025643,56.41
3210,Communicative disorders assistants and speech-language pathology assistants,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2,2,2,2,2,2,3,3,0,3,3,3,3,2,0,2,3,3,3,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0,3,1,2,0,4,2,0,0,4,5,1,2,0.4118171683389075,41.18
3210,Hearing instrument practitioners,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2,3,2,3,3,2,3,2,3,3,3,3,3,3,0,2,3,3,2,1,0,0,0,0,2,0,1,1,3,3,3,3,1,0,1,0,0,3,2,2,0,4,3,0,0,3,4,1,2,0.4608695652173914,46.09
3210,Licensed practical nurses,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2,3,3,3,3,2,4,3,2,3,2,4,3,2,2,2,3,3,3,3,3,4,3,3,2,4,3,3,3,2,3,3,3,1,2,3,2,3,2,2,0,3,3,0,1,3,3,1,3,0.5025641025641028,50.26
3210,Operating room technicians,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2,2,2,2,3,2,3,3,3,3,3,4,3,3,1,3,3,2,2,2,2,1,3,2,3,3,2,2,3,3,3,3,3,1,3,4,3,3,3,3,0,4,3,0,1,2,3,0,3,0.4965440356744706,49.65
3210,Ophthalmic technologists and technicians,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2,3,2,3,3,3,3,2,3,3,2,2,3,2,0,2,3,3,2,1,1,0,1,1,2,1,1,2,3,3,4,3,1,0,1,2,2,1,2,2,0,2,4,0,0,3,3,0,3,0.443701226309922,44.37
